title,price,price_per_unit,size,living_area,commercial_type,size_unit,address,land_type,house_type,property_legal_document,property_status,rooms,toilets,furnishing_sell,direction,balconydirection,floornumber,floors,block,pty_characteristics,width,length,apartment_feature
Căn 74m2 có Ban công Siêu đẹp,"3,05 tỷ","41,22 triệu/m²",74 m²,,,,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,,Hợp đồng mua bán,Đã bàn giao,2 phòng,2 phòng,,,,,,,,,,
"Bán Nhanh Căn 3PN Full NT CC KINGDOM 101 Q10 - Giá 8,5 tỷ Bao Sổ","8,5 tỷ","82,52 triệu/m²",103 m²,,,,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",,,Sổ hồng riêng,Đã bàn giao,3 phòng,2 phòng,,,,,,,,,,
CẦN BÁN CĂN HỘ CHUNG CƯ TRUNG TÂM Q.1 - SỔ HỒNG VĨNH VIỄN.,"2,2 tỷ","75,86 triệu/m²",29 m²,,,,"Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh",,,Sổ hồng riêng,Chưa bàn giao,1 phòng,1 phòng,,,,,,,,,,
Chính chủ về quê cần bán gấp căn nhà vườn nghỉ dưỡng 4300m2 535tr/sào,"2,3 tỷ",534.883 đ/m²,4300 m²,,,,"Đường tỉnh 741, Xã Thuận Lợi, Huyện Đồng Phú, Bình Phước",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,,,,,,,,,,,
BÁN NHÀ 1 TRỆT 1 LẦU,"1,4 tỷ","17,50 triệu/m²",80 m²,,,,"Đường tỉnh 826, Xã Phước Lý, Huyện Cần Giuộc, Long An",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,2 phòng,Nội thất đầy đủ,,,,,,,4 m,20 m,
NHÀ 3 PHÒNG NGỦ - HẺM 90 HÙNG VƯƠNG,"3,09 tỷ","44,14 triệu/m²",70 m²,110 m²,,,"Đường Hùng Vương, Phường Thới Bình, Quận Ninh Kiều, Cần Thơ",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,Nội thất cao cấp,Tây Nam,,,2,,Nhà nở hậu,4.25 m,15 m,
Bán nhà gác lửng mới xây ngay khu đô thị Mỹ Phước,"2,2 tỷ","14,67 triệu/m²",150 m²,150 m²,,,"D10, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,,,,,,1,,Hẻm xe hơi,5 m,30 m,
Chính Chủ,"4,7 tỷ","75,20 triệu/m²",62.5 m²,82.8 m²,,,"105/11/2, Đường Hoàng Hữu Nam, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Hoàn thiện cơ bản,,,,1,,Hẻm xe hơi,5.45 m,11.45 m,
"Nhà mới đẹp Gò Dầu Tân Phú-4 x 17-hẻm xe hơi-2 tầng đúc-giá 6,58 tỷ","6,58 tỷ","96,76 triệu/m²",68 m²,130 m²,,,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,4 phòng,Nội thất cao cấp,,,,2,,Hẻm xe hơi,4 m,17 m,
chính chủ bán nhà 4 p ngủ khu biệt thự Cityland Garden hill,25 tỷ,250 triệu/m²,100 m²,400 m²,,,"Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,Nhà biệt thự,Đã có sổ,,4 phòng,4 phòng,Nội thất cao cấp,Đông Bắc,,,5,,,5 m,20 m,
NHÀ 2 TẦNG ĐÚC H4M - TÂN KỲ TÂN QUÝ CẦU XÉO - DT 70M2 - CHỈ 6 TỶ NHỈNH,6 tỷ,"85,72 triệu/m²",70 m²,,,,"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,"Hẻm xe hơi
Nhà nở hậu",,,
"✅️HẺM 7M - KHU VIP ĐƯỜNG HOA - 4 TẦNG, 5X13 _ CAM KẾT CHUẨN 100%","9,7 tỷ","149,23 triệu/m²",65 m²,260 m²,,,"Đường Hoa Phượng, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,5 phòng,Nội thất đầy đủ,,,,4,,"Hẻm xe hơi
Nhà nở hậu",5 m,13 m,
Bán nhà phố Nguyễn Văn cừ quận Long biên,"28,5 tỷ","356,25 triệu/m²",80 m²,,,,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,Nhiều hơn 6 phòng,Nội thất cao cấp,,,,7,,Hẻm xe hơi,4.2 m,,
"NHÀ Ở NGAY-65M2-NGANG 5M-4TẦNG-6PN-7WC-QUANG TRUNG P10 GV-CHỈ 6,75TỶTL","6,75 tỷ","103,85 triệu/m²",65 m²,,,,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,6 phòng,,,,,,,,,,,
"BÁN NHÀ MẶT TIỀN ĐẶNG VĂN TRƠN ,PHƯỜNG HIỆP HOÀ ,BIÊN HOÀ ,ĐỒNG NAI","11,5 tỷ","82,73 triệu/m²",139 m²,13912 m²,,,"Đường Đặng Văn Trơn, Phường Hiệp Hoà, Thành phố Biên Hòa, Đồng Nai",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,Hoàn thiện cơ bản,Đông Nam,,,,,,12 m,12 m,
NHÀ + 4 PHÒNG TRỌ TÂN BÌNH NGAY NGUYỄN THỊ TƯƠI DT 100M THU NHẬP TỐT,"2,58 tỷ","25,80 triệu/m²",100 m²,100 m²,,,"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,1 phòng,Nội thất đầy đủ,,,,,,Hẻm xe hơi,5 m,20 m,
"Bán nhà ngõ 147 Tân Mai DT 37m ,4 tầng ,Hơn 9 Tỷ",9 tỷ,"243,24 triệu/m²",37 m²,37 m²,,,"Ngõ 147 Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,4 phòng,Nội thất cao cấp,Nam,,,4,,Hẻm xe hơi,4 m,,
"BÁN NHÀ BÀU CÁT - TÂN BÌNH - 5.05x15 - 7 TỶ - Vuông, HXH đỗ cửa","6,999 tỷ","92,09 triệu/m²",76 m²,,,,"Đường Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,2,,Hẻm xe hơi,5 m,15 m,
"Bán Nhà mới 100%, 3PN, 3WC, Trệt+2 Lầu, đường 7m, KDC Đ. Long Phước Q9","4,1 tỷ","77,36 triệu/m²",53 m²,,,,"Đường Long Phước, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,,,,,,,,4 m,13.2 m,
Bán Khách Sạn 1* ở Trung Tâm Đà Lạt,16 tỷ,"156,86 triệu/m²",102 m²,400 m²,,,"Đường Hải Thượng, Phường 5, Thành phố Đà Lạt, Lâm Đồng",,"Nhà ngõ, hẻm",Đã có sổ,,nhiều hơn 10 phòng,1 phòng,Nội thất đầy đủ,Tây Bắc,,,3,,"Hẻm xe hơi
Nhà nở hậu",5 m,20.5 m,
"Nhà Tân Phú làm CHDV 79m2 4x20m Trịnh Đình Trọng, 5 phút ra chợ vải","5,9 tỷ","74,68 triệu/m²",79 m²,,,,"Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,,,,
"Bán nhà Kim Mã, gần oto, trước nhà 3m, ngõ thông, tầng 1 KD, 25m*5t","6,5 tỷ",260 triệu/m²,25 m²,,,,"Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,,,,
"Bán nhà mới hẻm 840/ Hương Lộ 2, DT 4 x 8m, 3.5 tấm, 4.35 tỷ.","4,35 tỷ","135,94 triệu/m²",32 m²,150 m²,,,"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,,4 m,8 m,
"NHÀ ĐẸP PHAN ANH P.BÌNH TRỊ ĐÔNG HXH 4M 45M2 GIÁ 4,65TỶ TL","4,6 tỷ","102,22 triệu/m²",45 m²,90 m²,,,"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,Đông,,,2,,Hẻm xe hơi,4 m,12 m,
Ban nha hem 879.huong lo 2.binh tan,"7,7 tỷ","96,25 triệu/m²",80 m²,210 m²,,,"879/20/10/60b, Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,6 phòng,5 phòng,Hoàn thiện cơ bản,Đông Nam,,,4,,Hẻm xe hơi,4 m,20 m,
Bán nhà hẻm 1 trệt 1 lầu,"1,195 tỷ","49,79 triệu/m²",24 m²,48 m²,,,"Đường số 1, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Giấy tờ viết tay,,2 phòng,2 phòng,,,,,1,,Hiện trạng khác,4 m,6 m,
nhà 2 tầng mặt tiền kg buôn bán  gân đường nguyễn thị minh khai,5 tỷ,"41,67 triệu/m²",120 m²,,,,"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,3 phòng,,,,,2,,Hẻm xe hơi,5 m,24 m,
nhà 4 tầng hẻm ô tô sát mặt tiền p14 gò vấp,"5,3 tỷ","147,22 triệu/m²",36 m²,187 m²,,,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,4 phòng,Nội thất đầy đủ,,,,4,,Hẻm xe hơi,3.6 m,10 m,
"Nhà 1 lầu 4m x 9m gần Metro Quận 12, cầu Tân Thới Hiệp chỉ 1,198 tỷ","1,198 tỷ","54,45 triệu/m²",22 m²,,,,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,,,,
Cần tiền trả nợ gấp bán tôi bán gấp dãy trọ 150m2 ngay khu đô thị MP3,"2,1 tỷ",14 triệu/m²,150 m²,150 m²,,,"Đường NH2, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,10 phòng,Nhiều hơn 6 phòng,,,,,,,Hẻm xe hơi,5 m,30 m,
GĐ CẦN BÁN GẤP  DÃY TRỌ 150m2 TẠI KCN MỸ PHƯỚC 3 GẦN CHỢ,2 tỷ,"13,33 triệu/m²",150 m²,150 m²,,,"Quốc lộ 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,6 phòng,,,,,,,,Hẻm xe hơi,5 m,30 m,
"Chuyên nhà giá rẻ, SHR gần Cầu Ông Thìn, Quốc lộ 50","1,26 tỷ","31,50 triệu/m²",40 m²,80 m²,,,"Quốc LỘ 50, Xã Tân Kim, Huyện Cần Giuộc, Long An",,"Nhà mặt phố, mặt tiền",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Hẻm xe hơi,4 m,10 m,
BÁN GẤP NHÀ 2 LẦU DT 240M GẦN BỆNH VIỆN HOÀNG MỸ BINH DƯƠNG,"2,6 tỷ","21,67 triệu/m²",120 m²,240 m²,,,"Đường Hồ Văn Cống, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,4 phòng,Nội thất đầy đủ,,,,2,,"Hẻm xe hơi
Nhà nở hậu",5 m,25 m,
Nhà Q7-3Tầng kiên cố-59m2- NHỈNH 5 TỶ 🍍,"5,5 tỷ","93,22 triệu/m²",59 m²,,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,3 phòng,,,,,,,,4.5 m,12.8 m,
100m2 Ngang 5 dài 20 có 5PN Hẻm xe hơi Tên Lửa BT,"10,2 tỷ",102 triệu/m²,100 m²,100 m²,,,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,3 phòng,Nội thất đầy đủ,Đông,,,4,,Hẻm xe hơi,5 m,20 m,
BÁN GẤP NHÀ BÌNH TÂN 40M2 SHR 3PN,"2,35 tỷ","58,75 triệu/m²",40 m²,,,,"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,,,Nhà nở hậu,,,
💥 Bán Nhà Phố Hiện Đại 4 Tầng Sân Thượng _ MT Đường 8M 🚗 _ DT 5m x 17m,"8,5 tỷ",100 triệu/m²,85 m²,,,,"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,5 phòng,5 phòng,Nội thất đầy đủ,,,,4,,"Hẻm xe hơi
Nhà nở hậu",5 m,17 m,
Nhà 1 trục xe tải thông Nguyễn Văn Khối p8 dt 6x11.5m lững nở hậu,"5,6 tỷ","81,16 triệu/m²",69 m²,,,,"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,,,,,,,,Hẻm xe hơi,,,
nhà 2 tầng  đông hoà  dt 70m cách sieu thi go 1km,"4,2 tỷ",60 triệu/m²,70 m²,,,,"Đường Nguyễn Hữu Cảnh, Phường Đông Hòa, Thành phố Dĩ An, Bình Dương",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Hẻm xe hơi,4 m,17.5 m,
nhà 2 tang mặt tiền kh buon bán dt 104m2. sát ql1k,"5,45 tỷ","52,40 triệu/m²",104 m²,,,,"Đường Quốc lộ 1K, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,,5 m,22 m,
BÁN GẤP NHÀ HIẾM TRUNG TÂM HAI BÀ TRƯNG Ô TÔ 22M 5 TỶ,5 tỷ,"227,27 triệu/m²",22 m²,,,,"Phố Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",,"Nhà ngõ, hẻm",Đã có sổ,,5 phòng,,,,,,,,,,,
🎯BÁN NHÀ HXH GẦN PHAN VĂN TRỊ- 33 m2- 2 tầng HOÀN CÔNG- GIÁ 4.65 TỈ,"4,65 tỷ","140,91 triệu/m²",33 m²,63 m²,,,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,,,,2,,"Hẻm xe hơi
Nhà nở hậu",3 m,11 m,
"Nhà 2 tầng, Hẻm ô tô, 53m2, Gần Phan Văn Hớn, Quận 12,P.Tân Thới Nhất","4,9 tỷ","92,45 triệu/m²",53 m²,,,,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,Hẻm xe hơi,,,
Nhà hẻm 3m 4x15m 3 tầng 4pn quận 7 kế Phú Mỹ Hưng,"6,8 tỷ","113,33 triệu/m²",60 m²,,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,Hẻm xe hơi,4 m,15 m,
bán nhá 2 tầng mặt tiền đường vũng thiện   dt 73m2,"3,85 tỷ","52,74 triệu/m²",73 m²,,,,"Đường Vũng Thiện, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Hẻm xe hơi,4 m,18 m,
Bán nhà 2 tầng rưỡi dg 3m75 có lề  sát mt ông ích đường,"4,95 tỷ","49,50 triệu/m²",100 m²,,,,"Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,,Tây Bắc,,,2,,,5 m,20 m,
"BÁN NHÀ 5 TẦNG MẶT TIỀN TỈNH LỘ 10 SÁT BÀ HOM Q6 , 6 × 16 , 8PN",14 tỷ,"145,83 triệu/m²",96 m²,,,,"Đường Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà mặt phố, mặt tiền",Đã có sổ,,8 phòng,Nhiều hơn 6 phòng,Nội thất đầy đủ,,,,5,,,6 m,16 m,
Nhà Bình Tân Xây mới hoàn thiện - Vào ở ngay - 45m2 - 2 tầng - 2PN,4 tỷ,"88,89 triệu/m²",45 m²,,,,"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất cao cấp,,,,2,,"Hẻm xe hơi
Nhà nở hậu",4 m,11.5 m,
nhà chính chủ,"2,25 tỷ","9,18 triệu/m²",245 m²,,,,"Hẻm 42 Đường Võ Trường Toản, Xã Lộc Nga, Thành phố Bảo Lộc, Lâm Đồng",,"Nhà ngõ, hẻm",Đã có sổ,,9 phòng,,,,,,,,,,,
"Bán gấp nhà 4 tầng,4x13,hẻm 6m thông sát cầu Trường Đai,GV:chỉ 5.2 tỷ","5,2 tỷ",100 triệu/m²,52 m²,,,,"Đường Quốc lộ 1, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,5 phòng,Hoàn thiện cơ bản,,,,4,,Hẻm xe hơi,4 m,13 m,
📕📕📕BÁN NHÀ DIỆN TÍCH LỚN - 4X21 - SHC - QUẬN 7,"2,6 tỷ","30,95 triệu/m²",84 m²,84 m²,,,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3 phòng,2 phòng,Hoàn thiện cơ bản,,,,2,,,4 m,21 m,
"Bán  nhà Thống Nhất –HXH 7 chỗ thông ,Ngang 4,5m ,khu Phân lô 5,35 tỷ","5,35 tỷ",107 triệu/m²,50 m²,,,,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,,,,,,,,,4.5 m,,
"Cực hiếm! Nhà 2 tầng Trường Thọ, 62m2, hẻm ô tô tránh.Giảm còn 5.5 tỷ!","5,5 tỷ","88,71 triệu/m²",62 m²,,,,"Đường số 2, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,Hẻm xe hơi,,,
Bán nhà mặt phố Hoàng Hoa Thám 35m2 nhà mới vỉa hè kinh doanh 12.5 tỷ,"12,5 tỷ","357,14 triệu/m²",35 m²,,,,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Quận Ba Đình, Hà Nội",,"Nhà mặt phố, mặt tiền",Đã có sổ,,4 phòng,4 phòng,Nội thất đầy đủ,,,,5,,,,,
"💰 6.25 tỷ TL, 64m, Hẻm Xe Hơi,  Bán nhà Lê Văn Thọ, Phường 14, Gò Vấp","6,25 tỷ","97,66 triệu/m²",64 m²,,,,"NHÀ HẺM XE HƠI 64M, Đường Lê Văn Thọ, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,Hẻm xe hơi,4 m,16 m,
Bán nhà mặt tiền kinh doanh nguyễn đức thiệu dĩ an,"5,7 tỷ","53,77 triệu/m²",106 m²,150 m²,,,"Nguyễn Đức Thiệu, Phường Dĩ An, Thành phố Dĩ An, Bình Dương",,"Nhà mặt phố, mặt tiền",Đã có sổ,,3 phòng,2 phòng,,,,,1,,"Hẻm xe hơi
Nhà nở hậu",5 m,21 m,
"💰 5.85 tỷ TL, 64m, Hẻm Xe Hơi, Bán nhà Lê Văn Thọ, Phường 14, Gò Vấp","5,85 tỷ","91,41 triệu/m²",64 m²,,,,"NHÀ ĐẸP FUL NỘI THẤT HẺM XE HƠI , Đường Lê Văn Thọ, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,,,,,,,,Hẻm xe hơi,4 m,16 m,
"Bán nhà đường Trần Tấn, Tân Phú TDTSD 120m2. Giá 4 tỷ 850 TL chính chủ","4,85 tỷ","83,62 triệu/m²",58 m²,116 m²,,,"Trần Tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,,,,,,,,4 m,14 m,
Nhà Mới 100% – 2 Tầng Bình Tân – Hẻm Ô Tô – Sổ Hồng Riêng–Chỉ 4.78 Tỷ,"4,78 tỷ","99,58 triệu/m²",48 m²,100 m²,,,"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất cao cấp,,,,2,,Hẻm xe hơi,4.5 m,10.5 m,
Nhà đẹp 4*15m 2PN hẻm 5m ô tô 1/ 20m Phạm Văn Sáng Vĩnh Lộc A,"2,35 tỷ","39,17 triệu/m²",60 m²,120 m²,,,"Đường Phạm Văn Sáng, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,2 phòng,2 phòng,,,,,,,Hẻm xe hơi,4 m,15 m,
"QUẬN 7, 45m2, MT 9m, 2 TẦNG NHỈNH 5 TỶ","5,2 tỷ","115,56 triệu/m²",45 m²,80 m²,,,", Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,Bắc,,,2,,,5 m,9 m,
🔑 HIẾM! NHÀ 2 TẦNG - HẺM XE HƠI ĐỖ XUÂN HỢP - 86M2 - CHỈ 4.4 TỶ.,"4,4 tỷ","51,16 triệu/m²",86 m²,140 m²,,,"Đường Đỗ Xuân Hợp, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Hẻm xe hơi,4.4 m,19.5 m,
BÁN CĂN NHÀ GỖ 2 GIAN - KHU BẢO LỘC HOUSE - TP. BẢO LỘC,"3,9 tỷ","8,11 triệu/m²",481 m²,,,,"Đường Phan Đình Phùng, Phường Lộc Tiến, Thành phố Bảo Lộc, Lâm Đồng",,Nhà phố liền kề,Đã có sổ,,2 phòng,,,,,,,,Hẻm xe hơi,10 m,48 m,
NHÀ ĐẸP GIÁ TỐT – 4 TẦNG – HẺM XE HƠI – QUẬN 12,"5,5 tỷ","107,84 triệu/m²",51 m²,51 m²,,,"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,4 phòng,5 phòng,Nội thất cao cấp,,,,3,,Hẻm xe hơi,5 m,11 m,
"Bán Nhà Quốc Lộ 13 DT 48m2 2 Tầng 2 PN Full Nội Thất Chỉ 4,05 Tỷ","4,05 tỷ","84,38 triệu/m²",48 m²,,,,"Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất đầy đủ,,,,2,,Nhà nở hậu,6.5 m,7.6 m,
"NHÀ ĐẸP Ở NGAY, HẺM XE HƠI Q12 - 45M2 - GẦN METRO - CẠNH GÒ VẤP - HCĐ","4,26 tỷ","94,67 triệu/m²",45 m²,45 m²,,,"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,2 phòng,2 phòng,Nội thất cao cấp,,,,1,,Hẻm xe hơi,4.5 m,10 m,
Bán gấp nhà Lê Trọng Tấn  65m2 khu vực đẹp nhất Tân Phú,"5,6 tỷ","86,15 triệu/m²",65 m²,,,,"Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,Nội thất đầy đủ,,,,,,,4.6 m,14 m,
"Nhà đẹp 4*15,5m 2PN Số Nhà Huyện 1/30m Chợ Liên Ấp 2-6 Ấp 6 Vĩnh Lộc A","1,75 tỷ","28,23 triệu/m²",62 m²,92 m²,,,"Đường Liên Ấp 6-2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,2 phòng,2 phòng,,Đông,,,,,Hẻm xe hơi,4 m,15.5 m,
🔥NHÀ ĐẸP HXH SAU LƯNG SUỐI TIÊN – CHỈ 4.2 TỶ,"4,2 tỷ","58,33 triệu/m²",72 m²,,,,"120, Phường Tân Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Đã có sổ,,3 phòng,3 phòng,Hoàn thiện cơ bản,,,,,,,,,
"Nhà đẹp 4,1*12m 3PN hẻm 4m ô tô 2/ ngắn Lê Thị Dung Ấp 4 Vĩnh Lộc A","1,33 tỷ","27,14 triệu/m²",49 m²,98 m²,,,"Đường Lê Thị Dung, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,3 phòng,2 phòng,,,,,,,Hẻm xe hơi,4.1 m,12 m,
